ID,FilePath,ClassName,MethodName,Content,CommentFor,CommentsIn,CommentsAssociated,StartLine,EndLine,eachLabelCommentFor,CommentForLabel,eachLabelCommentsIn,CommentsInLabel,eachLabelCommentsAssociated,CommentsAssociatedLabel,PseudoLabelForCASFromMAT,PseudoLabelForCASFromGGSATD,PseudoLabelForCASFromXGBoost,MethodSimplified,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
10,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"T parseObject(byte[], int, int, Charset, Type, ParserConfig, ParseProcess, int, Feature...)","/**
 * @since 1.2.55
 */
@SuppressWarnings(""unchecked"")
public static <T> T parseObject(byte[] bytes, int offset, int len, Charset charset, Type clazz, ParserConfig config, ParseProcess processor, int featureValues, Feature... features) {
    if (charset == null) {
        charset = IOUtils.UTF8;
    }
    String strVal = null;
    if (charset == IOUtils.UTF8) {
        char[] chars = allocateChars(bytes.length);
        int chars_len = IOUtils.decodeUTF8(bytes, offset, len, chars);
        if (chars_len < 0) {
            InputStreamReader gzipReader = null;
            try {
                gzipReader = new InputStreamReader(new GZIPInputStream(new ByteArrayInputStream(bytes, offset, len)), ""UTF-8"");
                strVal = IOUtils.readAll(gzipReader);
            } catch (Exception ex) {
                return null;
            } finally {
                IOUtils.close(gzipReader);
            }
        }
        if (strVal == null && chars_len < 0) {
            return null;
        }
        if (strVal == null) {
            strVal = new String(chars, 0, chars_len);
        }
    } else {
        if (len < 0) {
            return null;
        }
        strVal = new String(bytes, offset, len, charset);
    }
    return (T) parseObject(strVal, clazz, config, processor, featureValues, features);
}","/**
 * @since 1.2.55
 */
", ,/** * @since 1.2.55 */,433,477,[0],0,[0],0,[0],0,0,0,0,"parseObject(byte[], int, int, Charset, Type, ParserConfig, ParseProcess, int, Feature[])",com.alibaba.fastjson.JSON,"parseObject/9[byte[],int,int,java.nio.charset.Charset,java.lang.reflect.Type,com.alibaba.fastjson.parser.ParserConfig,com.alibaba.fastjson.parser.deserializer.ParseProcess,int,com.alibaba.fastjson.parser.Feature[]]",False,440,8,8,3,5,9,5,36,4,4,9,5,2,1,0,4,1,0,2,4,9,0,3,0,0,0,24,9,0,True
11,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,String toJSONString(Object),"/**
 * This method serializes the specified object into its equivalent Json representation. Note that this method works fine if the any of the object fields are of generic type,
 * just the object itself should not be of a generic type. If you want to write out the object to a
 * {@link Writer}, use {@link #writeJSONString(Writer, Object, SerializerFeature[])} instead.
 *
 * @param object the object for which json representation is to be created setting for fastjson
 * @return Json representation of {@code object}.
 */
public static String toJSONString(Object object) {
    return toJSONString(object, emptyFilters);
}","/**
 * This method serializes the specified object into its equivalent Json representation. Note that this method works fine if the any of the object fields are of generic type,
 * just the object itself should not be of a generic type. If you want to write out the object to a
 * {@link Writer}, use {@link #writeJSONString(Writer, Object, SerializerFeature[])} instead.
 *
 * @param object the object for which json representation is to be created setting for fastjson
 * @return Json representation of {@code object}.
 */
", ,"/** * This method serializes the specified object into its equivalent Json representation. Note that this method works fine if the any of the object fields are of generic type, * just the object itself should not be of a generic type. If you want to write out the object to a * {@link Writer}, use {@link #writeJSONString(Writer, Object, SerializerFeature[])} instead. * * @param object the object for which json representation is to be created setting for fastjson * @return Json representation of {@code object}. */",687,689,[0],0,[0],0,[0],0,0,1,0,toJSONString(Object),com.alibaba.fastjson.JSON,toJSONString/1[java.lang.Object],False,687,1,37,36,1,1,1,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,46,9,0,True
12,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"String toJSONString(Object, int, SerializerFeature...)","/**
 * @since 1.2.11
 */
public static String toJSONString(Object object, int defaultFeatures, SerializerFeature... features) {
    SerializeWriter out = new SerializeWriter((Writer) null, defaultFeatures, features);
    try {
        JSONSerializer serializer = new JSONSerializer(out);
        serializer.write(object);
        String outString = out.toString();
        int len = outString.length();
        if (len > 0 && outString.charAt(len - 1) == '.' && object instanceof Number && !out.isEnabled(SerializerFeature.WriteClassName)) {
            return outString.substring(0, len - 1);
        }
        return outString;
    } finally {
        out.close();
    }
}","/**
 * @since 1.2.11
 */
", ,/** * @since 1.2.11 */,698,716,[0],0,[0],0,[0],0,0,0,0,"toJSONString(Object, int, SerializerFeature[])",com.alibaba.fastjson.JSON,"toJSONString/3[java.lang.Object,int,com.alibaba.fastjson.serializer.SerializerFeature[]]",False,698,3,7,1,6,5,7,16,2,4,3,7,0,0,0,1,1,0,0,4,4,2,2,0,0,0,16,9,0,True
13,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"String toJSONStringWithDateFormat(Object, String, SerializerFeature...)","/**
 * @since 1.1.14
 */
public static String toJSONStringWithDateFormat(Object object, String dateFormat, SerializerFeature... features) {
    return toJSONString(object, SerializeConfig.globalInstance, null, dateFormat, DEFAULT_GENERATE_FEATURE, features);
}","/**
 * @since 1.1.14
 */
", ,/** * @since 1.1.14 */,721,724,[0],0,[0],0,[0],0,0,0,0,"toJSONStringWithDateFormat(Object, String, SerializerFeature[])",com.alibaba.fastjson.JSON,"toJSONStringWithDateFormat/3[java.lang.Object,java.lang.String,com.alibaba.fastjson.serializer.SerializerFeature[]]",False,722,2,1,0,1,1,1,3,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,True
14,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"byte[] toJSONBytes(Object, int, SerializerFeature...)","/**
 * @since 1.2.11
 */
public static byte[] toJSONBytes(Object object, int defaultFeatures, SerializerFeature... features) {
    return toJSONBytes(object, SerializeConfig.globalInstance, defaultFeatures, features);
}","/**
 * @since 1.2.11
 */
", ,/** * @since 1.2.11 */,745,747,[0],0,[0],0,[0],0,0,0,0,"toJSONBytes(Object, int, SerializerFeature[])",com.alibaba.fastjson.JSON,"toJSONBytes/3[java.lang.Object,int,com.alibaba.fastjson.serializer.SerializerFeature[]]",False,745,3,2,1,1,1,1,3,1,0,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,True
15,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"String toJSONStringZ(Object, SerializeConfig, SerializerFeature...)","/**
 * @deprecated
 */
public static String toJSONStringZ(Object object, SerializeConfig mapping, SerializerFeature... features) {
    return toJSONString(object, mapping, emptyFilters, null, 0, features);
}","/**
 * @deprecated
 */
", ,/** * @deprecated */,804,806,[1],1,[0],0,[1],1,0,0,0,"toJSONStringZ(Object, SerializeConfig, SerializerFeature[])",com.alibaba.fastjson.JSON,"toJSONStringZ/3[java.lang.Object,com.alibaba.fastjson.serializer.SerializeConfig,com.alibaba.fastjson.serializer.SerializerFeature[]]",False,804,3,1,0,1,1,1,3,1,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,9,9,0,True
16,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"byte[] toJSONBytes(Object, SerializeConfig, SerializerFeature...)","/**
 * @since 1.2.42
 */
public static byte[] toJSONBytes(Object object, SerializeConfig config, SerializerFeature... features) {
    return toJSONBytes(object, config, emptyFilters, DEFAULT_GENERATE_FEATURE, features);
}","/**
 * @since 1.2.42
 */
", ,/** * @since 1.2.42 */,811,813,[0],0,[0],0,[0],0,0,0,0,"toJSONBytes(Object, SerializeConfig, SerializerFeature[])",com.alibaba.fastjson.JSON,"toJSONBytes/3[java.lang.Object,com.alibaba.fastjson.serializer.SerializeConfig,com.alibaba.fastjson.serializer.SerializerFeature[]]",False,811,4,1,0,1,1,1,3,1,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,True
17,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"byte[] toJSONBytes(Object, SerializeConfig, int, SerializerFeature...)","/**
 * @since 1.2.11
 */
public static byte[] toJSONBytes(Object object, SerializeConfig config, int defaultFeatures, SerializerFeature... features) {
    return toJSONBytes(object, config, emptyFilters, defaultFeatures, features);
}","/**
 * @since 1.2.11
 */
", ,/** * @since 1.2.11 */,818,820,[0],0,[0],0,[0],0,0,0,0,"toJSONBytes(Object, SerializeConfig, int, SerializerFeature[])",com.alibaba.fastjson.JSON,"toJSONBytes/4[java.lang.Object,com.alibaba.fastjson.serializer.SerializeConfig,int,com.alibaba.fastjson.serializer.SerializerFeature[]]",False,818,4,2,1,1,1,1,3,1,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,True
18,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"byte[] toJSONBytes(Object, SerializeFilter[], SerializerFeature...)","/**
 * @since 1.2.42
 */
public static byte[] toJSONBytes(Object object, SerializeFilter[] filters, SerializerFeature... features) {
    return toJSONBytes(object, SerializeConfig.globalInstance, filters, DEFAULT_GENERATE_FEATURE, features);
}","/**
 * @since 1.2.42
 */
", ,/** * @since 1.2.42 */,825,827,[0],0,[0],0,[0],0,0,0,0,"toJSONBytes(Object, SerializeFilter[], SerializerFeature[])",com.alibaba.fastjson.JSON,"toJSONBytes/3[java.lang.Object,com.alibaba.fastjson.serializer.SerializeFilter[],com.alibaba.fastjson.serializer.SerializerFeature[]]",False,825,4,1,0,1,1,1,3,1,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,True
19,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"byte[] toJSONBytes(Object, SerializeConfig, SerializeFilter[], int, SerializerFeature...)","/**
 * @since 1.2.42
 */
public static byte[] toJSONBytes(Object object, SerializeConfig config, SerializeFilter[] filters, int defaultFeatures, SerializerFeature... features) {
    return toJSONBytes(object, config, filters, null, defaultFeatures, features);
}","/**
 * @since 1.2.42
 */
", ,/** * @since 1.2.42 */,836,838,[0],0,[0],0,[0],0,0,0,0,"toJSONBytes(Object, SerializeConfig, SerializeFilter[], int, SerializerFeature[])",com.alibaba.fastjson.JSON,"toJSONBytes/5[java.lang.Object,com.alibaba.fastjson.serializer.SerializeConfig,com.alibaba.fastjson.serializer.SerializeFilter[],int,com.alibaba.fastjson.serializer.SerializerFeature[]]",False,836,5,6,5,1,1,1,3,1,0,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,True
20,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"byte[] toJSONBytes(Object, SerializeConfig, SerializeFilter[], String, int, SerializerFeature...)","/**
 * @since 1.2.55
 */
public static byte[] toJSONBytes(Object object, SerializeConfig config, SerializeFilter[] filters, String dateFormat, int defaultFeatures, SerializerFeature... features) {
    return toJSONBytes(IOUtils.UTF8, object, config, filters, dateFormat, defaultFeatures, features);
}","/**
 * @since 1.2.55
 */
", ,/** * @since 1.2.55 */,843,845,[0],0,[0],0,[0],0,0,0,0,"toJSONBytes(Object, SerializeConfig, SerializeFilter[], String, int, SerializerFeature[])",com.alibaba.fastjson.JSON,"toJSONBytes/6[java.lang.Object,com.alibaba.fastjson.serializer.SerializeConfig,com.alibaba.fastjson.serializer.SerializeFilter[],java.lang.String,int,com.alibaba.fastjson.serializer.SerializerFeature[]]",False,843,5,2,1,1,1,1,3,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,True
21,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"void writeJSONStringTo(Object, Writer, SerializerFeature...)","/**
 * @deprecated use writeJSONString
 */
public static void writeJSONStringTo(Object object, Writer writer, SerializerFeature... features) {
    writeJSONString(writer, object, features);
}","/**
 * @deprecated use writeJSONString
 */
", ,/** * @deprecated use writeJSONString */,927,929,[1],1,[0],0,[1],1,0,0,0,"writeJSONStringTo(Object, Writer, SerializerFeature[])",com.alibaba.fastjson.JSON,"writeJSONStringTo/3[java.lang.Object,java.io.Writer,com.alibaba.fastjson.serializer.SerializerFeature[]]",False,927,2,1,0,1,1,1,3,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,True
22,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\JSON.java,com.alibaba.fastjson.JSON,"void writeJSONString(Writer, Object, SerializerFeature...)","/**
 * This method serializes the specified object into its equivalent json representation.
 *
 * @param writer Writer to which the json representation needs to be written
 * @param object the object for which json representation is to be created setting for fastjson
 * @param features serializer features
 * @since 1.2.11
 */
public static void writeJSONString(Writer writer, Object object, SerializerFeature... features) {
    writeJSONString(writer, object, JSON.DEFAULT_GENERATE_FEATURE, features);
}","/**
 * This method serializes the specified object into its equivalent json representation.
 *
 * @param writer Writer to which the json representation needs to be written
 * @param object the object for which json representation is to be created setting for fastjson
 * @param features serializer features
 * @since 1.2.11
 */
", ,/** * This method serializes the specified object into its equivalent json representation. * * @param writer Writer to which the json representation needs to be written * @param object the object for which json representation is to be created setting for fastjson * @param features serializer features * @since 1.2.11 */,939,941,[0],0,[0],0,[0],0,0,0,0,"writeJSONString(Writer, Object, SerializerFeature[])",com.alibaba.fastjson.JSON,"writeJSONString/3[java.io.Writer,java.lang.Object,com.alibaba.fastjson.serializer.SerializerFeature[]]",False,939,2,2,1,1,1,1,3,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,9,0,True
